cabin,content,date,destination,rating,route,title 
Premium Economy,"
My wife and I had business meetings in Vancouver. Our round trip flight with Air Canada was prefect. They were on time and the in flight service was good.
We have flown with Air Canada many times previously and found them to be a reliable, on time and comfortable way to fly to Canada.
","Reviewed 19 October 2016
",San Francisco - Vancouver,ui_bubble_rating bubble_50,Canada,"Air Canada the best way to travel from San Francisco to Vancouver, BC"
Economy,"
We travel a lot, some short trips but largely long hauls and we do tend to fly with Air Canada when we can. Generally speaking, I find flights reliable, comfortable and service friendly. More recently, we’ve experienced problems with the TV/Entertainment system on a couple long flights. For the inconvenience, we received a 10% discount on a future trip but...
","Reviewed 19 October 2016
",Ottawa - Athens,ui_bubble_rating bubble_40,International,"Overall, a great airline. Rarely run into problems. Friendly service."
Economy,"
Sadly, each time I'm forced to use Air Canada instead of another airline, I'm sorely disappointed. Service is sorely lacking, definitely don't feel like they are trying to help the customer. Most recently I left a new hat on a plane, realized once I debarked into the terminal. They would not let me back on, I had to exit security...
","Reviewed 19 October 2016
",Whitehorse - Cancun,ui_bubble_rating bubble_10,Mexico,Disgrace to our country
Premium Economy,"
It's a airline I have been very attached to since my move to Canada 15 years ago...friends and colleagues try to talk me into flying with them on another local airline, but I stick to it..it's got a amazing frequent flier plan, which has helped me a lot over the years and the airline by itself has improved a lot...
","Reviewed 19 October 2016
",Phoenix - Calgary,ui_bubble_rating bubble_40,Canada,"Relaible, concerning and warm airline..."
Economy,"
from start to finish this airline sucks upon check in at Toronto they only had 2 customer service people on duty on a thanksgiving weekend to serve about one hundred and twenty people scheduling and transfers late at Calgary had to wait over one hour for the plane to arrive that was overbooked for departure bad service .never again ......next...
","Reviewed 19 October 2016
",Toronto - Victoria,ui_bubble_rating bubble_10,Domestic,worst airline in canada
Economy,"
My husband and I have flown many airlines, and we found that this airline is one of the better ones. There was plenty of legroom and the seats were comfortable. The airline personnel were all very friendly and helpful. I had two check-in bags and my husband had one, we only had to pay for one bag out of three...
","Reviewed 18 October 2016
",Portland - Athens,ui_bubble_rating bubble_50,International,First Check-In Bag Free
Economy,"
I couldn't agree with Jan M. more. May I also add that on arrival at Vancouver we were very hungry, dehydrated and tired. In all fairness I must explain that the flight attendents did offer us water but they zipped down the aisle so quickly that we hardly had time to comprehend what they were serving. When I did call...
","Reviewed 18 October 2016
",Brisbane - Vancouver,ui_bubble_rating bubble_10,International,How very true
Economy,"
Air Canada is getting better. I find the ground crew have always been helpful and assist where they can. The cabin crew seem to be more relaxed and smiling.
","Reviewed 18 October 2016
",Castlegar - Vancouver,ui_bubble_rating bubble_40,Domestic,ground staff at Castlegar airport are helpful and courteous even when another flight is cancelled
Economy,"
Check-in at Heathrow is very efficient but at Calgary there never seem to be enough desks open to deal with passengers especially when so many on our flight had many very large overweight bags. This is not the fault of the staff but if passengers checked in on line then surely the number of bags per passenger is known in...
","Reviewed 18 October 2016
",London - Calgary,ui_bubble_rating bubble_30,International,Visiting family
Economy,"
Our return flight was scheduled to arrive at 7:30PM at Toronto. We had a slightly delayed arrival to Toronto and then we had a delayed debarkation due to lack of access to a jetway. We then had to clear Customs and Immigration in Canada to get to our flight. We were somehow able to get through Immigration by 8:45PM with...
","Reviewed 18 October 2016
",Toronto - Raleigh,ui_bubble_rating bubble_20,USA,Tale of 2 flights
Economy,"
Surprisingly comfortable seats, reasonable in flight entertainment, one rude crew member and bad food. Thought Air Canada would be better than most North American airlines but was not very impressed. Still, got there safely and that is the most important thing.
","Reviewed 18 October 2016
",London - Toronto,ui_bubble_rating bubble_30,International,Long haul flight
Economy,"
My husband paid Air Canada's extortion fee so that we would have seat together in an area away from the back & the bathrooms. He waited to get a confirmation via email. When, it did not come, he called VISA to see if, we has been charged for the up-graded seats & for our extra baggage.We had been charged. He...
","Reviewed 18 October 2016
",Vancouver - Ottawa,ui_bubble_rating bubble_30,Domestic,Paid Extra For Preferred Seats & Still Ended Up At The Back Of The Plane
Economy,"
What a horrible experience...the flight was crowded and the economy passengers were all jostling to pack the over head bins with everything under the sun. The seats were tiny with hardly any leg room and when the passenger in front tilted their seat back there was no room for your table. There was no free snack only food for purchase....
","Reviewed 18 October 2016
",Boston - Vancouver,ui_bubble_rating bubble_20,Canada,ECONOMY - Bad Idea on a Longer Flight
Business Class,"
This was a 777 plane with the pods in Business Class. Everything From Check in to the Maple Leaf lounge was Top Drawer. If I could afford this it, this would be the only way to fly...but check out the planes...all Air Canada Business Class cabins are not the same.
","Reviewed 18 October 2016
",Vancouver - Toronto,ui_bubble_rating bubble_50,Domestic,BUSINESS - The Only Way To Go!
Economy,"
at least 2 trips I was upgraded to first class. flight attendants were very nice. enjoyed my flight.
","Reviewed 18 October 2016
",Jacksonville - Calgary,ui_bubble_rating bubble_50,Canada,Very please
Economy,"
No inflight movie not even a communal one, they hire you iPads now. I downloaded the app and had very limited access to their movie list even then.
Food was terrible on the flight, reasonable flight prices this year but last year was a disgrace for what I actually got for my money.
","Reviewed 18 October 2016
",Glasgow - Toronto,ui_bubble_rating bubble_30,International,Budget long haul ???
